country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Spain,ESP,2021-02-02,1764778.0,1265800.0,498978.0,91724.0,58331.0,3.77,2.71,1.07,1248.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Spain,ESP,2021-02-03,1865342.0,1279220.0,586122.0,100564.0,67103.0,3.99,2.74,1.25,1435.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Spain,ESP,2021-02-04,1988160.0,1305251.0,682909.0,122818.0,73424.0,4.25,2.79,1.46,1570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Spain,ESP,2021-02-05,,,,,72558.0,,,,1552.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Spain,ESP,2021-02-06,,,,,71691.0,,,,1533.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Spain,ESP,2021-02-07,2105033.0,1318626.0,786407.0,,70825.0,4.5,2.82,1.68,1515.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
Sri Lanka,LKA,2021-01-28,0.0,,,,,0.0,,,,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-01-29,5286.0,,,5286.0,5286.0,0.02,,,247.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-01-30,37825.0,,,32539.0,18912.0,0.18,,,883.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-01-31,59154.0,,,21329.0,19718.0,0.28,,,921.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-01,95550.0,,,36396.0,23888.0,0.45,,,1116.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-02,118767.0,,,23217.0,23753.0,0.55,,,1109.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-03,139914.0,,,21147.0,23319.0,0.65,,,1089.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-04,146327.0,,,6413.0,20904.0,0.68,,,976.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-05,156310.0,,,9983.0,21575.0,0.73,,,1008.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sri Lanka,LKA,2021-02-06,160148.0,,,3838.0,17475.0,0.75,,,816.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1358105884363087875
Sweden,SWE,2020-12-27,1730.0,1730.0,,,,0.02,0.02,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-28,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-29,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-30,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2020-12-31,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-01,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-02,,,,,1711.0,,,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-03,13705.0,13705.0,,,1711.0,0.14,0.14,,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-04,,,,,2116.0,,,,210.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-05,,,,,2522.0,,,,250.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-06,,,,,2927.0,,,,290.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-07,,,,,3333.0,,,,330.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-08,,,,,3738.0,,,,370.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-09,,,,,4143.0,,,,410.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-10,45547.0,45536.0,11.0,,4549.0,0.45,0.45,0.0,450.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-11,,,,,5329.0,,,,528.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-12,,,,,6109.0,,,,605.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-13,,,,,6889.0,,,,682.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-14,,,,,7669.0,,,,759.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-15,,,,,8449.0,,,,837.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-16,,,,,9229.0,,,,914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-17,115607.0,115476.0,131.0,,10009.0,1.14,1.14,0.0,991.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-18,,,,,10677.0,,,,1057.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-19,,,,,11345.0,,,,1123.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-20,,,,,12013.0,,,,1189.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-21,,,,,12681.0,,,,1256.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-22,,,,,13349.0,,,,1322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-23,,,,,14017.0,,,,1388.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-24,218402.0,209381.0,9021.0,,14685.0,2.16,2.07,0.09,1454.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-25,,,,,13020.0,,,,1289.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-26,,,,,11355.0,,,,1124.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-27,,,,,9689.0,,,,959.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-28,230517.0,216269.0,14248.0,,8024.0,2.28,2.14,0.14,795.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-29,248991.0,230068.0,18923.0,18474.0,8566.0,2.47,2.28,0.19,848.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-30,,,,,7763.0,,,,769.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-01-31,,,,,6960.0,,,,689.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-01,,,,,7823.0,,,,775.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-02,285257.0,256978.0,28279.0,,8685.0,2.82,2.54,0.28,860.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-03,298279.0,264148.0,34131.0,13022.0,10113.0,2.95,2.62,0.34,1001.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-04,320378.0,276008.0,44370.0,22099.0,12837.0,3.17,2.73,0.44,1271.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2021-02-05,343872.0,286853.0,57019.0,23494.0,13554.0,3.4,2.84,0.56,1342.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,2020-12-23,0.0,,,,,0.0,,,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-24,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-25,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-26,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-27,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-28,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-29,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-30,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2020-12-31,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-01,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-02,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-03,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-04,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-05,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-06,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-07,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-08,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-09,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-10,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-11,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-12,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-13,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-14,66000.0,,,,3000.0,0.76,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-15,,,,,3829.0,,,,442.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-16,,,,,4657.0,,,,538.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-17,,,,,5486.0,,,,634.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-18,,,,,6314.0,,,,730.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-19,110000.0,,,,7143.0,1.27,,,825.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-20,,,,,10984.0,,,,1269.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-21,169783.0,,,,14826.0,1.96,,,1713.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-22,,,,,14883.0,,,,1720.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-23,,,,,14939.0,,,,1726.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-24,197368.0,,,,14995.0,2.28,,,1733.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-25,,,,,15587.0,,,,1801.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-26,,,,,16179.0,,,,1869.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-27,,,,,13758.0,,,,1590.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-28,,,,,11336.0,,,,1310.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-29,262081.0,,,,11872.0,3.03,,,1372.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-30,,,,,14341.0,,,,1657.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-01-31,315033.0,,,,16809.0,3.64,,,1942.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-02-01,,,,,17495.0,,,,2021.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-02-02,,,,,18180.0,,,,2101.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland,CHE,2021-02-03,368252.0,,,,18865.0,4.25,,,2180.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Turkey,TUR,2021-01-13,0.0,,,,,0.0,,,,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-14,279452.0,,,279452.0,279452.0,0.33,,,3313.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-15,616652.0,,,337200.0,308326.0,0.73,,,3656.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-16,676903.0,,,60251.0,225634.0,0.8,,,2675.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-17,706451.0,,,29548.0,176613.0,0.84,,,2094.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-18,832412.0,,,125961.0,166482.0,0.99,,,1974.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-19,950635.0,,,118223.0,158439.0,1.13,,,1879.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-20,1052493.0,,,101858.0,150356.0,1.25,,,1783.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-21,1120258.0,,,67765.0,120115.0,1.33,,,1424.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-22,1202212.0,,,81954.0,83651.0,1.43,,,992.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
